trial_number,drug_id,start_char,end_char,recognised_text
NCT01209702,DB06273,1697,1708,tocilizumab
NCT01209702,DB06273,1810,1821,tocilizumab
NCT01209702,DB06273,1977,1988,Tocilizumab
NCT01209702,DB06273,2054,2065,tocilizumab
NCT01209702,DB06273,2270,2281,tocilizumab
NCT01209702,DB06273,2361,2372,tocilizumab
NCT01209702,DB06273,2474,2485,tocilizumab
NCT01209702,DB06273,2642,2653,tocilizumab
NCT01209702,DB06273,2742,2753,tocilizumab
NCT01212770,DB05676,19,29,Apremilast
NCT01212770,DB05676,55,65,Apremilast
NCT01212770,DB05676,116,126,Apremilast
NCT01212770,DB05676,141,151,Apremilast
NCT01212770,DB05676,252,262,Apremilast
NCT01212770,DB05676,382,395,Apremilast 30
NCT01212770,DB05676,407,417,Apremilast
NCT01212770,DB05676,518,528,Apremilast
NCT01212770,DB05676,689,711,Apremilast - Placebo +
NCT01212770,DB05676,718,728,Apremilast
NCT01212770,DB05676,829,839,Apremilast
NCT01212770,DB05676,1066,1076,Apremilast
NCT01212770,DB05676,1139,1149,Apremilast
NCT01212770,DB05676,1168,1178,Apremilast
NCT01212770,DB05676,1279,1289,Apremilast
NCT01212770,DB05676,1516,1526,Apremilast
NCT01212770,DB05676,1574,1587,Apremilast 20
NCT01212770,DB05676,1591,1604,Apremilast 20
NCT01212770,DB05676,1649,1662,Apremilast 30
NCT01212770,DB05676,1666,1676,Apremilast
NCT01212991,DB08899,19,33,Enzalutamide  
NCT01212991,DB08899,77,89,Enzalutamide
NCT01212991,DB08899,150,176,Enzalutamide  Participants
NCT01212991,DB08899,186,198,enzalutamide
NCT01214395,DB11218,22,34,tea tree oil
NCT01214395,DB11218,74,86,tea tree oil
NCT01214421,DB06212,19,28,Tolvaptan
NCT01214421,DB06212,56,65,Tolvaptan
NCT01214421,DB06212,168,177,Tolvaptan
NCT01214421,DB06212,199,208,tolvaptan
NCT01214421,DB06212,266,275,tolvaptan
NCT01214564,DB05013,27,43,ingenol mebutate
NCT01214564,DB05013,131,147,ingenol mebutate
NCT01214577,DB05013,27,43,ingenol mebutate
NCT01214577,DB05013,131,147,ingenol mebutate
NCT01214720,DB00112,19,30,bevacizumab
NCT01214720,DB00112,86,97,bevacizumab
NCT01215084,DB06637,28,38,Fampridine
NCT01215084,DB06637,83,93,Fampridine
NCT01215084,DB06637,168,178,Fampridine
NCT01215084,DB06637,230,240,Fampridine
NCT01215084,DB06637,315,325,Fampridine
NCT01215084,DB06637,378,388,Fampridine
NCT01215084,DB06637,464,474,Fampridine
NCT01215084,DB06637,517,527,Fampridine
NCT01215084,DB06637,571,581,fampridine
NCT01215643,DB12139,19,30,Alisporivir
NCT01215643,DB00008,51,72,Peginterferon alfa-2a
NCT01215643,DB00811,93,102,Ribavirin
NCT01215643,DB12139,134,145,Alisporivir
NCT01215643,DB12139,285,296,Alisporivir
NCT01215643,DB00811,319,333,RBV for 1 week
NCT01215643,DB00811,366,375,ribavirin
NCT01215643,DB00811,377,380,RBV
NCT01215643,DB12139,438,449,Alisporivir
NCT01215643,DB00811,472,486,RBV for 1 week
NCT01215643,DB00811,519,522,RBV
NCT01215643,DB12139,579,590,Alisporivir
NCT01215643,DB00008,613,634,Peginterferon alfa-2a
NCT01215643,DB09287,636,639,PEG
NCT01215643,DB09287,684,687,PEG
NCT01215643,DB00008,754,775,Peginterferon alfa-2a
NCT01215643,DB09287,777,780,PEG
NCT01215643,DB00811,786,789,RBV
NCT01215643,DB12139,835,846,Alisporivir
NCT01215643,DB00008,918,939,Peginterferon alfa-2a
NCT01215643,DB09287,941,944,PEG
NCT01215643,DB00811,1032,1043,Ribavirin  
NCT01215643,DB00811,1043,1046,RBV
NCT01217437,DB00112,22,33,Bevacizumab
NCT01217437,DB00762,54,89,Irinotecan Hydrochloride  Treatment
NCT01217437,DB00853,99,115,Temozolomide    
NCT01217437,DB00853,136,148,temozolomide
NCT01217437,DB00762,150,160,irinotecan
NCT01217437,DB00853,195,207,temozolomide
NCT01217437,DB00762,215,225,irinotecan
NCT01217437,DB00853,297,309,temozolomide
NCT01217437,DB00762,311,321,irinotecan
NCT01217437,DB00112,337,348,bevacizumab
NCT01217437,DB00853,369,381,temozolomide
NCT01217437,DB00762,389,399,irinotecan
NCT01217437,DB00112,433,444,bevacizumab
NCT01217437,DB00112,511,532,Bevacizumab  Given IV
NCT01217437,DB00762,554,580,Irinotecan Hydrochloride  
NCT01217437,DB00853,610,622,Temozolomide
NCT01217697,DB05812,19,30,Abiraterone
NCT01217697,DB05812,104,125,Abiraterone Acetate  
NCT01217697,DB05812,125,136,Abiraterone
NCT01217697,DB00635,302,312,prednisone
NCT01217697,DB00860,348,360,prednisolone
NCT01217697,DB00635,370,380,prednisone
NCT01218516,DB05595,22,34,Farletuzumab
NCT01218516,DB00958,86,109,Carboplatin  Treatment:
NCT01218516,DB01229,118,148,Paclitaxel  Treatment: drugs -
NCT01218516,DB00642,149,177,Pemetrexed  Treatment: drugs
NCT01218516,DB00515,180,189,Cisplatin
NCT01218516,DB05595,212,224,Farletuzumab
NCT01218516,DB05595,273,285,farletuzumab
NCT01218516,DB12257,325,333,platinum
NCT01218516,DB00958,350,361,carboplatin
NCT01218516,DB01229,362,372,paclitaxel
NCT01218516,DB00958,374,385,carboplatin
NCT01218516,DB00642,386,396,pemetrexed
NCT01218516,DB00515,401,410,cisplatin
NCT01218516,DB00642,411,421,pemetrexed
NCT01218516,DB05595,587,599,farletuzumab
NCT01218516,DB12257,768,776,platinum
NCT01218516,DB00958,793,804,carboplatin
NCT01218516,DB01229,805,815,paclitaxel
NCT01218516,DB00958,817,828,carboplatin
NCT01218516,DB00642,829,839,pemetrexed
NCT01218516,DB00515,844,853,cisplatin
NCT01218516,DB00642,854,864,pemetrexed
NCT01218516,DB05595,1106,1140,Farletuzumab  Combination Therapy:
NCT01218516,DB05595,1141,1163,Farletuzumab 7.5 mg/kg
NCT01218516,DB05595,1284,1296,farletuzumab
NCT01218516,DB05595,1394,1406,Farletuzumab
NCT01218516,DB00958,1898,1911,Carboplatin  
NCT01218516,DB00958,1911,1922,Carboplatin
NCT01218516,DB01229,2065,2075,Paclitaxel
NCT01218516,DB01229,2077,2087,Paclitaxel
NCT01218516,DB00642,2154,2164,Pemetrexed
NCT01218516,DB00642,2166,2176,Pemetrexed
NCT01218516,DB00515,2243,2252,Cisplatin
NCT01218516,DB00515,2254,2263,Cisplatin
NCT01218659,DB05018,19,29,migalastat
NCT01218659,DB05018,180,190,migalastat
NCT01220999,DB00435,348,351,No.
NCT01221597,DB00048,86,122,collagenase clostridium histolyticum
NCT01221623,DB00048,86,122,collagenase clostridium histolyticum
NCT01222715,DB00112,22,33,Bevacizumab
NCT01222715,DB00531,54,70,Cyclophosphamide
NCT01222715,DB06287,144,156,Temsirolimus
NCT01222715,DB00361,177,188,Vinorelbine
NCT01222715,DB00361,222,233,vinorelbine
NCT01222715,DB00531,244,260,cyclophosphamide
NCT01222715,DB00112,262,273,bevacizumab
NCT01222715,DB00361,294,305,vinorelbine
NCT01222715,DB00531,356,372,cyclophosphamide
NCT01222715,DB00112,427,438,bevacizumab
NCT01222715,DB00361,496,507,vinorelbine
NCT01222715,DB00531,518,534,cyclophosphamide
NCT01222715,DB06287,536,548,temsirolimus
NCT01222715,DB00361,569,580,vinorelbine
NCT01222715,DB00531,594,610,cyclophosphamide
NCT01222715,DB06287,646,658,temsirolimus
NCT01222715,DB00112,729,750,Bevacizumab  Given IV
NCT01222715,DB00531,772,788,Cyclophosphamide
NCT01222715,DB06287,895,909,Temsirolimus  
NCT01222715,DB00361,939,966,Vinorelbine Tartrate  Given
NCT01222949,DB03756,485,488,DHA
NCT01222949,DB12794,527,530,PQP
NCT01222962,DB03756,312,315,DHA
NCT01222962,DB12794,354,357,PQP
NCT01223027,DB05928,19,28,Dovitinib
NCT01223027,DB00398,49,62,Sorafenib    
NCT01223027,DB05928,76,85,Dovitinib
NCT01223027,DB05928,144,153,dovitinib
NCT01223027,DB05928,187,196,dovitinib
NCT01223027,DB00398,267,276,Sorafenib
NCT01223027,DB00398,301,310,sorafenib
NCT01223027,DB00398,341,350,sorafenib
NCT01223027,DB05928,421,430,Dovitinib
NCT01223027,DB05928,432,441,Dovitinib
NCT01223027,DB11242,467,474,gelatin
NCT01223027,DB00398,716,727,Sorafenib  
NCT01223027,DB00398,727,736,Sorafenib
NCT01223027,DB00398,826,835,sorafenib
NCT01223027,DB00398,848,857,Sorafenib
NCT01223027,DB00398,948,957,Sorafenib
NCT01223352,DB00559,19,27,bosentan
NCT01223352,DB00559,45,59,Bosentan 2 mg/
NCT01223352,DB00559,79,87,bosentan
NCT01223352,DB00559,201,211,Bosentan 2
NCT01223352,DB00559,235,243,bosentan
NCT01223352,DB00559,349,357,bosentan
NCT01223352,DB00559,412,420,bosentan
NCT01224106,DB12034,19,42,Gantenerumab  Treatment
NCT01224106,DB12034,77,89,Gantenerumab
NCT01224106,DB12034,166,178,gantenerumab
NCT01224106,DB12034,471,483,Gantenerumab
NCT01224106,DB12034,560,572,gantenerumab
NCT01224106,DB12034,1186,1212,Gantenerumab  Participants
NCT01224106,DB12034,1226,1238,gantenerumab
NCT01224366,DB04876,19,42,Vildagliptin  Treatment
NCT01224366,DB04876,77,114,Vildagliptin -     Placebo Comparator
NCT01224366,DB04876,150,177,Vildagliptin      Treatment
NCT01225211,DB09280,19,40,Lumacaftor  Treatment
NCT01225211,DB08820,50,59,Ivacaftor
NCT01225211,DB09280,80,98,Lumacaftor Placebo
NCT01225211,DB08820,119,128,Ivacaftor
NCT01225211,DB09280,294,304,lumacaftor
NCT01225211,DB09280,373,383,lumacaftor
NCT01225211,DB08820,423,432,ivacaftor
NCT01225211,DB09280,654,664,lumacaftor
NCT01225211,DB09280,720,730,lumacaftor
NCT01225211,DB08820,764,773,ivacaftor
NCT01225211,DB09280,956,966,lumacaftor
NCT01225211,DB09280,1022,1032,lumacaftor
NCT01225211,DB08820,1066,1075,ivacaftor
NCT01225211,DB09155,1161,1164,HE)
NCT01225211,DB09280,1246,1256,lumacaftor
NCT01225211,DB09280,1312,1322,lumacaftor
NCT01225211,DB08820,1359,1368,ivacaftor
NCT01225211,DB09280,1566,1576,lumacaftor
NCT01225211,DB09280,1632,1642,lumacaftor
NCT01225211,DB08820,1676,1685,ivacaftor
NCT01225211,DB09280,1867,1877,lumacaftor
NCT01225211,DB09280,1933,1943,lumacaftor
NCT01225211,DB08820,1977,1986,ivacaftor
NCT01225211,DB09280,2187,2197,lumacaftor
NCT01225211,DB09280,2253,2263,lumacaftor
NCT01225211,DB08820,2297,2306,ivacaftor
NCT01225211,DB09280,2492,2502,lumacaftor
NCT01225211,DB09280,2560,2570,lumacaftor
NCT01225211,DB08820,2606,2615,ivacaftor
NCT01225211,DB09280,2754,2764,lumacaftor
NCT01225211,DB08820,2801,2810,ivacaftor
NCT01225211,DB09280,2992,3002,lumacaftor
NCT01225211,DB08820,3038,3047,ivacaftor
NCT01225211,DB09280,3100,3112,Lumacaftor  
NCT01225211,DB08820,3140,3149,Ivacaftor
NCT01225211,DB09280,3180,3198,Lumacaftor Placebo
NCT01225211,DB08820,3246,3255,Ivacaftor
NCT01225315,DB01001,47,57,Salbutamol
NCT01225315,DB01001,58,67,albuterol
NCT01225315,DB01001,446,457,Salbutamol/
NCT01225315,DB01001,457,466,albuterol
NCT01225315,DB01001,468,479,Salbutamol/
NCT01225315,DB01001,479,488,albuterol
NCT01225562,DB08816,19,29,Ticagrelor
NCT01225562,DB08816,56,66,Ticagrelor
NCT01225562,DB08816,93,103,Ticagrelor
NCT01225562,DB08816,249,259,Ticagrelor
NCT01225562,DB08816,310,320,Ticagrelor
NCT01225562,DB08816,371,381,Ticagrelor
NCT01226563,DB13518,28,36,Alginate
NCT01226563,DB11126,41,58,Calcium Gluconate
NCT01226563,DB13518,163,171,alginate
NCT01226563,DB11126,176,193,calcium gluconate
NCT01226563,DB13518,493,501,Alginate
NCT01226563,DB11126,506,529,Calcium Gluconate  4 mL
NCT01227824,DB08930,31,43,dolutegravir
NCT01227824,DB06817,65,76,raltegravir
NCT01227824,DB06817,204,215,raltegravir
NCT01227824,DB06817,292,303,raltegravir
NCT01227824,DB06817,383,394,raltegravir
NCT01227824,DB06817,406,417,raltegravir
NCT01227824,DB08930,540,552,dolutegravir
NCT01227824,DB06817,631,642,raltegravir
NCT01227824,DB06817,644,655,raltegravir
NCT01227824,DB01048,793,801,Abacavir
NCT01227824,DB00709,802,812,Lamivudine
NCT01227824,DB00879,886,899,emtricitabine
NCT01227824,DB06817,954,965,raltegravir
NCT01227824,DB06817,975,986,raltegravir
NCT01227889,DB00851,50,61,Dacarbazine
NCT01227889,DB00851,186,197,Dacarbazine
NCT01227889,DB00851,241,252,dacarbazine
NCT01227889,DB00851,490,501,Dacarbazine
NCT01227967,DB00915,19,29,Amantadine
NCT01227967,DB00811,31,40,Ribavirin
NCT01227967,DB00198,42,64,Oseltamivir  Treatment
NCT01227967,DB00198,74,89,Oseltamivir    
NCT01227967,DB00915,125,135,Amantadine
NCT01227967,DB00811,137,146,Ribavirin
NCT01227967,DB00198,148,180,Oseltamivir    Active Comparator
NCT01227967,DB00198,182,193,Oseltamivir
NCT01227967,DB00198,208,219,Oseltamivir
NCT01227967,DB00915,243,253,Amantadine
NCT01227967,DB00811,255,264,Ribavirin
NCT01227967,DB00198,266,287,Oseltamivir  Subjects
NCT01227967,DB00198,385,396,Oseltamivir
NCT01227967,DB00811,422,435,Ribavirin 200
NCT01227967,DB00915,479,493,Amantadine 100
NCT01227967,DB00198,519,540,Oseltamivir  Subjects
NCT01227967,DB00198,638,649,Oseltamivir
NCT01231139,DB00316,19,30,Paracetamol
NCT01231139,DB09153,56,71,Sodium Chloride
NCT01231139,DB00316,99,110,Paracetamol
NCT01231139,DB00316,113,124,Paracetamol
NCT01231139,DB09153,143,158,Sodium Chloride
NCT01231139,DB09153,187,209,Sodium Chloride - 0.9%
NCT01231139,DB09153,210,225,Sodium Chloride
NCT01231139,DB00316,249,260,Paracetamol
NCT01231139,DB00316,274,285,paracetamol
NCT01231139,DB09153,387,411,Sodium Chloride Schedule
NCT01231347,DB00441,103,114,gemcitabine
NCT01231347,DB00441,161,172,gemcitabine
NCT01231347,DB00441,221,237,gemcitabine 1000
NCT01231347,DB00441,316,327,gemcitabine
NCT01231347,DB00441,375,386,gemcitabine
NCT01231347,DB00441,478,489,gemcitabine
NCT01231347,DB00441,538,554,gemcitabine 1000
NCT01231347,DB00441,940,951,gemcitabine
NCT01231347,DB00441,953,964,gemcitabine
NCT01231516,DB06817,50,120,Raltegravir  Treatment: drugs - GSK1349572 Placebo  Treatment: drugs -
NCT01231516,DB06817,121,144,Raltegravir Placebo    
NCT01231516,DB06817,171,201,Raltegravir Placebo - Subjects
NCT01231516,DB06817,247,258,raltegravir
NCT01231516,DB06817,302,313,Raltegravir
NCT01231516,DB06817,359,370,raltegravir
NCT01231516,DB06817,497,510,Raltegravir  
NCT01231516,DB06817,625,654,Raltegravir Placebo  Inactive
NCT01231620,DB00558,19,39,Zanamivir  Treatment
NCT01231620,DB00558,66,75,zanamivir
NCT01231620,DB00198,96,118,Oseltamivir  Treatment
NCT01231620,DB00198,145,156,oseltamivir
NCT01231620,DB00558,191,200,Zanamivir
NCT01231620,DB00558,233,242,zanamivir
NCT01231620,DB00198,274,285,oseltamivir
NCT01231620,DB00558,340,349,Zanamivir
NCT01231620,DB00558,382,391,zanamivir
NCT01231620,DB00198,423,434,oseltamivir
NCT01231620,DB00198,482,493,Oseltamivir
NCT01231620,DB00198,523,534,oseltamivir
NCT01231620,DB00558,572,581,zanamivir
NCT01231620,DB00558,617,626,Zanamivir
NCT01231620,DB00558,628,637,Zanamivir
NCT01231620,DB00558,803,812,zanamivir
NCT01231620,DB00558,834,843,zanamivir
NCT01231620,DB00198,931,942,Oseltamivir
NCT01231620,DB00198,944,955,Oseltamivir
NCT01231620,DB00198,1048,1059,oseltamivir
NCT01231620,DB00198,1083,1094,oseltamivir
NCT01231906,DB00541,19,30,vincristine
NCT01231906,DB00997,59,70,doxorubicin
NCT01231906,DB00531,105,121,cyclophosphamide
NCT01231906,DB01181,142,152,ifosfamide
NCT01231906,DB00773,173,182,etoposide
NCT01231906,DB01030,203,212,topotecan
NCT01231906,DB00541,368,379,vincristine
NCT01231906,DB00997,434,445,doxorubicin
NCT01231906,DB00531,483,499,cyclophosphamide
NCT01231906,DB01181,557,567,ifosfamide
NCT01231906,DB00773,587,596,etoposide
NCT01231906,DB00541,691,702,vincristine
NCT01231906,DB00997,779,790,doxorubicin
NCT01231906,DB00531,842,858,cyclophosphamide
NCT01231906,DB01181,928,938,ifosfamide
NCT01231906,DB00773,958,967,etoposide
NCT01231906,DB01030,1080,1089,topotecan
NCT01231906,DB00541,1143,1154,vincristine
NCT01231906,DB01030,1214,1223,topotecan
NCT01231906,DB00531,1287,1303,cyclophosphamide
NCT01231906,DB01181,1388,1398,ifosfamide
NCT01231906,DB00773,1403,1412,etoposide
NCT01231906,DB00997,1430,1441,doxorubicin
NCT01231906,DB00541,1535,1546,vincristine
NCT01231906,DB01030,1607,1616,topotecan
NCT01231906,DB00531,1685,1701,cyclophosphamide
NCT01231906,DB01181,1796,1806,ifosfamide
NCT01231906,DB00773,1826,1835,etoposide
NCT01231906,DB00997,1902,1913,doxorubicin
NCT01231906,DB00541,1993,2004,vincristine
NCT01231906,DB00997,2044,2055,doxorubicin
NCT01231906,DB00531,2101,2117,cyclophosphamide
NCT01231906,DB01181,2149,2159,ifosfamide
NCT01231906,DB00773,2191,2200,etoposide
NCT01231906,DB01030,2232,2241,topotecan
NCT01232569,DB06273,19,30,Tocilizumab
NCT01232569,DB06273,83,94,Tocilizumab
NCT01232569,DB06273,129,140,tocilizumab
NCT01232569,DB06273,333,344,Tocilizumab
NCT01232569,DB06273,353,364,Tocilizumab
NCT01233622,DB04876,19,42,Vildagliptin  Treatment
NCT01233622,DB04876,77,89,Vildagliptin
NCT01233622,DB00331,91,100,metformin
NCT01233622,DB00222,103,114,glimepiride
NCT01233622,DB00331,151,160,metformin
NCT01233622,DB00222,163,174,glimepiride
NCT01233622,DB04876,202,229,Vildagliptin      Treatment
NCT01233869,DB06616,19,28,Bosutinib
NCT01233869,DB06616,49,58,Bosutinib
NCT01233869,DB06616,203,212,Bosutinib
NCT01233869,DB06616,248,257,bosutinib
NCT01233869,DB06616,279,288,Bosutinib
NCT01233869,DB06616,324,333,bosutinib
NCT01233960,DB05914,31,53,mesenchymal stem cells
NCT01233960,DB05914,288,310,mesenchymal stem cells
NCT01234220,DB04630,151,162,aldosterone
NCT01234311,DB05861,19,30,tasquinimod
NCT01234311,DB05861,126,137,tasquinimod
NCT01234311,DB05861,140,151,Tasquinimod
NCT01234311,DB05861,259,270,tasquinimod
NCT01234311,DB05861,272,283,Tasquinimod
NCT01234337,DB00398,19,37,Sorafenib (Nexavar
NCT01234337,DB01101,99,115,Capecitabine    
NCT01234337,DB00398,129,147,Sorafenib (Nexavar
NCT01234337,DB01101,163,177,Capecitabine -
NCT01234337,DB01101,178,190,Capecitabine
NCT01234337,DB00398,342,351,Sorafenib
NCT01234337,DB00134,569,572,met
NCT01234337,DB01101,588,600,capecitabine
NCT01234337,DB00398,652,661,sorafenib
NCT01234337,DB01101,750,762,Capecitabine
NCT01234337,DB01101,765,777,Capecitabine
NCT01234337,DB00398,920,929,sorafenib
NCT01234337,DB00134,1143,1146,met
NCT01234337,DB01101,1162,1174,capecitabine
NCT01234337,DB00398,1339,1357,Sorafenib (Nexavar
NCT01234337,DB01101,1372,1384,Capecitabine
NCT01234337,DB00398,1536,1545,Sorafenib
NCT01234337,DB00134,1763,1766,met
NCT01234337,DB01101,1782,1794,capecitabine
NCT01234337,DB00398,1846,1855,sorafenib
NCT01234337,DB01101,1941,1953,Capecitabine
NCT01234337,DB00398,2096,2105,sorafenib
NCT01234337,DB00134,2319,2322,met
NCT01234337,DB01101,2338,2350,capecitabine
NCT01234337,DB01101,2513,2527,Capecitabine  
NCT01234337,DB01101,2527,2539,Capecitabine
NCT01234337,DB00134,2726,2729,met
NCT01234337,DB01101,2745,2757,capecitabine
NCT01236352,DB12591,19,29,BMS-911543
NCT01236352,DB12591,67,77,BMS-911543
NCT01236352,DB12591,87,97,BMS-911543
NCT01236352,DB12591,216,226,BMS-911543
NCT01236352,DB12591,237,247,BMS-911543
NCT01236352,DB12591,367,377,BMS-911543
NCT01236352,DB12591,388,398,BMS-911543
NCT01236352,DB12591,518,528,BMS-911543
NCT01236352,DB12591,539,549,BMS-911543
NCT01236352,DB12591,669,679,BMS-911543
NCT01236352,DB12591,690,700,BMS-911543
NCT01236352,DB12591,820,830,BMS-911543
NCT01236352,DB12591,842,852,BMS-911543
NCT01236352,DB12591,973,983,BMS-911543
NCT01236352,DB12591,995,1005,BMS-911543
NCT01236352,DB12591,1126,1136,BMS-911543
NCT01236352,DB12591,1148,1158,BMS-911543
NCT01236352,DB12591,1279,1289,BMS-911543
NCT01236352,DB12591,1301,1311,BMS-911543
NCT01236352,DB12591,1433,1443,BMS-911543
NCT01236352,DB12591,1455,1465,BMS-911543
NCT01236352,DB12591,1587,1597,BMS-911543
NCT01236352,DB12591,1609,1619,BMS-911543
NCT01236352,DB12591,1741,1751,BMS-911543
NCT01236352,DB12591,1763,1773,BMS-911543
NCT01236352,DB12591,1880,1890,BMS-911543
NCT01236638,DB11763,19,30,Momelotinib
NCT01236638,DB11763,48,77,Momelotinib -       Treatment
NCT01236638,DB11763,86,107,Momelotinib  Patients
NCT01236638,DB00435,296,317,no more than 28 hours
NCT01236976,DB01434,570,573,nor
NCT01236976,DB09155,720,723,he/
NCT01239797,DB00480,19,42,Lenalidomide  Treatment
NCT01239797,DB01234,52,65,Dexamethasone
NCT01239797,DB01234,86,99,Dexamethasone
NCT01239797,DB01234,127,140,Dexamethasone
NCT01239797,DB06317,169,179,Elotuzumab
NCT01239797,DB06317,193,200,HuLuc63
NCT01239797,DB00480,224,236,Lenalidomide
NCT01239797,DB01234,239,252,Dexamethasone
NCT01239797,DB00480,273,285,Lenalidomide
NCT01239797,DB01234,288,301,Dexamethasone
NCT01239797,DB06317,303,322,Elotuzumab -       
NCT01239797,DB00480,340,368,"Lenalidomide  Capsules, Oral"
NCT01239797,DB01234,508,521,Dexamethasone
NCT01239797,DB01234,680,693,Dexamethasone
NCT01239797,DB06317,719,729,Elotuzumab
NCT01239797,DB06317,859,869,Elotuzumab
NCT01239797,DB01234,1005,1018,Dexamethasone
NCT01239797,DB06317,1042,1052,Elotuzumab
NCT01239797,DB00174,1077,1080,N/A
NCT01239797,DB06317,1097,1107,Elotuzumab
NCT01239797,DB06317,1266,1276,Elotuzumab
NCT01239797,DB06317,1290,1297,HuLuc63
NCT01239888,DB00107,19,27,Oxytocin
NCT01239888,DB00107,48,56,Oxytocin
NCT01239888,DB09070,61,69,Tibolone
NCT01239888,DB00107,120,152,Oxytocin -     Active Comparator
NCT01239888,DB00107,154,162,Oxytocin
NCT01239888,DB09070,167,175,Tibolone
NCT01239888,DB00107,236,246,Oxytocin  
NCT01239888,DB00107,266,274,oxytocin
NCT01239888,DB00107,365,373,Oxytocin
NCT01239888,DB09070,378,393,Tibolone  20 IU
NCT01239888,DB00107,408,416,oxytocin
NCT01239888,DB09070,459,467,tibolone
NCT01240291,DB00130,94,103,glutamine
NCT01240291,DB00130,125,134,glutamine
NCT01240291,DB00130,301,310,glutamine
NCT01240291,DB00130,346,357,L-glutamine
NCT01241760,DB00811,19,39,Ribavirin  Treatment
NCT01241760,DB05521,49,59,Telaprevir
NCT01241760,DB00008,80,108,Pegylated interferon alfa-2a
NCT01241760,DB05521,129,143,Telaprevir    
NCT01241760,DB05521,175,185,Telaprevir
NCT01241760,DB00811,291,300,ribavirin
NCT01241760,DB05521,343,353,Telaprevir
NCT01241760,DB00811,478,487,ribavirin
NCT01241760,DB00811,515,526,Ribavirin  
NCT01241760,DB00811,526,535,Ribavirin
NCT01241760,DB00811,537,540,RBV
NCT01241760,DB05521,723,733,Telaprevir
NCT01241760,DB00008,826,854,Pegylated interferon alfa-2a
NCT01241760,DB00008,928,956,Pegylated interferon alfa-2a
NCT01241760,DB05521,1104,1114,Telaprevir
NCT01242514,DB12010,19,42,Fostamatinib  Treatment
NCT01242514,DB12010,52,64,Fostamatinib
NCT01242514,DB12010,85,97,Fostamatinib
NCT01242514,DB12010,229,243,Fostamatinib  
NCT01242514,DB12010,243,255,Fostamatinib
NCT01242514,DB12010,295,309,Fostamatinib  
NCT01242514,DB12010,309,321,Fostamatinib
NCT01242514,DB12010,360,374,Fostamatinib  
NCT01242514,DB12010,374,390,Fostamatinib 100
NCT01242670,DB06723,369,387,aluminum hydroxide
NCT01242670,DB03843,499,515,Formalin Treated
NCT01242670,DB06723,557,575,Aluminum Hydroxide
NCT01243177,DB06218,19,31,Lacosamide  
NCT01243177,DB00564,50,63,Carbamazepine
NCT01243177,DB06218,100,134,Lacosamide -     Active Comparator
NCT01243177,DB00564,136,149,Carbamazepine
NCT01243177,DB00564,170,176,CBZ-CR
NCT01243177,DB06218,204,214,Lacosamide
NCT01243177,DB06218,216,226,Lacosamide
NCT01243177,DB00564,480,493,Carbamazepine
NCT01243177,DB00564,514,527,Carbamazepine
NCT01243411,DB00048,55,91,collagenase clostridium histolyticum
NCT01243424,DB08882,19,30,linagliptin
NCT01243424,DB00222,51,62,glimepiride
NCT01243424,DB08882,83,94,linagliptin
NCT01243424,DB08882,159,170,linagliptin
NCT01243424,DB08882,192,203,linagliptin
NCT01243424,DB00222,207,218,glimepiride
NCT01243424,DB00222,276,287,glimepiride
NCT01243424,DB00222,319,330,glimepiride
NCT01243424,DB08882,341,352,linagliptin
NCT01243424,DB08882,394,405,linagliptin
NCT01243424,DB08882,407,418,linagliptin
NCT01243424,DB00222,455,466,glimepiride
NCT01243424,DB00222,468,479,glimepiride
NCT01243424,DB08882,536,547,linagliptin
NCT01243424,DB08882,557,568,linagliptin
NCT01243424,DB00222,618,629,glimepiride
NCT01243944,DB08877,19,30,ruxolitinib
NCT01243944,DB08877,108,119,ruxolitinib
NCT01243944,DB08877,618,629,ruxolitinib
NCT01244061,DB01273,19,41,Varenicline  Treatment
NCT01244061,DB01273,76,87,Varenicline
NCT01244061,DB01273,148,161,Varenicline  
NCT01244061,DB01273,161,174,Varenicline 1
NCT01244191,DB12200,19,40,Tivantinib  Treatment
NCT01244191,DB00530,78,87,Erlotinib
NCT01244191,DB12200,105,115,Tivantinib
NCT01244191,DB00530,120,129,erlotinib
NCT01244191,DB12200,132,142,Tivantinib
NCT01244191,DB00530,207,216,erlotinib
NCT01244191,DB00530,269,278,erlotinib
NCT01244191,DB12200,281,291,Tivantinib
NCT01244191,DB00530,348,357,erlotinib
NCT01244191,DB12200,399,409,Tivantinib
NCT01244191,DB12200,411,425,Tivantinib 720
NCT01244191,DB12200,510,528,Tivantinib Placebo
NCT01244191,DB00530,576,585,Erlotinib
NCT01244191,DB00530,587,596,Erlotinib
NCT01245062,DB01229,175,185,paclitaxel
NCT01245062,DB01229,393,403,paclitaxel
NCT01246986,DB00398,49,58,Sorafenib
NCT01246986,DB05578,79,90,Ramucirumab
NCT01246986,DB00134,593,596,met
NCT01246986,DB00134,880,883,met
NCT01246986,DB00398,928,939,Sorafenib -
NCT01246986,DB00398,1043,1052,Sorafenib
NCT01246986,DB00134,1209,1212,met
NCT01246986,DB00398,1257,1268,Sorafenib -
NCT01246986,DB00398,1372,1381,Sorafenib
NCT01246986,DB00134,1538,1541,met
NCT01246986,DB05578,1586,1597,Ramucirumab
NCT01246986,DB05578,1720,1731,ramucirumab
NCT01246986,DB00134,1888,1891,met
